id,area,sheet_no,strat_id,srtm_mean,srtm_stdev,srtm_min,srtm_max,10m_mean,10m_stdev,10m_min,10m_max,slope_mean,slope_stde,slope_min,slope_max
19,57301.56808,164,20,652.887640449438000,8.017450353002390,640.000000000000000,674.000000000000000,653.547444661458000,7.652180794219750,629.094238281250000,671.264282226562000,11.238620747654400,5.180900323550010,3.109096050262450,30.561498641967700
20,64326.39845,164,20,649.010309278350000,6.694350357463420,636.000000000000000,663.000000000000000,650.679695378566000,6.891869128013940,632.229309082031000,665.882751464843000,11.948065624266700,3.623378325461580,6.625499248504630,23.124223709106400
21,93260.93825,164,20,599.181818181818000,13.434449176138200,575.000000000000000,617.000000000000000,599.220931431962000,13.620565240690100,572.625610351562000,618.066589355468000,7.764592814432660,3.682510348436900,0.280033469200134,26.044120788574200
22,93662.13540,164,20,631.807142857142000,8.342572769126030,604.000000000000000,647.000000000000000,624.959013158996000,7.891330699886130,600.562255859375000,639.890258789062000,6.096594585658780,4.037883108911500,0.081244073808193,22.955352783203100
23,225608.19116,164,20,674.283236994219000,14.068601819368000,636.000000000000000,712.000000000000000,667.368573598348000,13.674256880766100,636.488952636718000,703.950866699218000,7.604871307776990,4.900200400735810,0.313524603843689,28.239839553833000
24,36474.02136,164,20,641.660714285714000,5.409240723436290,630.000000000000000,655.000000000000000,640.961694302309000,4.554039561142770,629.563049316406000,654.729248046875000,8.193959978329570,3.539342139618720,0.553075373172760,19.932695388793900
25,29439.56001,164,20,687.543478260869000,5.558802348876520,674.000000000000000,699.000000000000000,687.298634395664000,6.852419552736500,670.669799804687000,699.211425781250000,10.859512023144600,2.910829192016620,5.041073799133300,21.182298660278300
26,41846.49174,164,20,677.000000000000000,4.367993255416620,662.000000000000000,684.000000000000000,671.801546950567000,3.849222073469420,658.250610351562000,678.073242187500000,6.887039557454130,3.713464011295980,0.454005450010300,18.348035812377900
27,16102.81080,164,20,679.739130434782000,6.326049603953670,666.000000000000000,690.000000000000000,674.837800031937000,4.917775392569220,657.826965332031000,682.899291992187000,14.449040033532300,8.335285605678230,1.625097513198850,39.270431518554600
28,64192.40595,164,20,780.927083333333000,9.823700923093540,761.000000000000000,798.000000000000000,781.112947597473000,10.639954100255400,755.460571289062000,801.086669921875000,14.427268369757700,3.655342678724390,3.521155357360830,25.819837570190400
29,559035.16698,164,20,762.180232558139000,13.265318654886600,731.000000000000000,800.000000000000000,762.483562318695000,13.486848255249100,725.787109375000000,800.595336914062000,8.483767469994090,4.189841689993340,0.224628210067749,30.800294876098600
30,242143.22527,164,20,747.859078590785000,10.872589548357200,726.000000000000000,771.000000000000000,749.184324585565000,11.099837484145700,726.057189941406000,774.426513671875000,8.754631949410380,3.281208128727780,0.663438618183135,19.702747344970700
31,337940.69331,164,20,748.000000000000000,17.806879066387200,709.000000000000000,782.000000000000000,744.986061853719000,15.810114110133700,708.923706054687000,782.488952636718000,8.547638681552080,3.958021889200090,0.900680661201477,33.629604339599600
32,507273.26020,164,20,722.717029449423000,15.991773793921500,675.000000000000000,753.000000000000000,721.445558891379000,16.155234702651500,669.070373535156000,748.834716796875000,7.399445695834520,5.414833333907880,0.126944035291672,35.079429626464800
33,129153.44493,164,20,718.757281553398000,10.072037635186300,695.000000000000000,740.000000000000000,719.156745992933000,9.394572646096230,695.124023437500000,742.367248535156000,8.982962739669670,5.247902244876750,1.437716603279110,32.577930450439400
34,1769458.69768,164,20,749.197064220183000,35.396134016412000,670.000000000000000,826.000000000000000,738.225815865830000,28.967240324247900,666.764587402343000,805.108154296875000,11.426954798030600,6.706394100253810,0.118435628712177,46.845661163330000
35,177858.92206,164,20,714.804347826086000,12.480627710693400,682.000000000000000,738.000000000000000,715.215452937684000,12.856330746969000,682.407592773437000,738.450805664062000,8.105052121723220,3.688170280598760,0.378016173839569,26.671911239624000
36,35764.71198,164,20,688.818181818181000,6.920564635637250,672.000000000000000,706.000000000000000,666.170266031217000,8.425868323541670,652.604309082031000,692.188537597656000,11.405567368205500,7.387826280066030,1.215576291084290,27.154794692993100
37,704981.51094,164,20,772.488073394495000,15.519929329089500,744.000000000000000,828.000000000000000,757.404314821416000,14.480389835573000,729.572631835937000,811.882141113281000,11.464485952740700,6.369078584268160,0.116919398307800,30.002456665039000
